Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Drop_timestamp,Date,Hour,Weekday,Time_Slot,Driver_Assigned,Trip_Duration_Minutes
241,City,108.0,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:17:00,2016-07-11,6,Monday,Morning,Yes,46.0
1339,Airport,108.0,Trip Completed,2016-07-11 23:25:00,2016-07-12 00:32:00,2016-07-11,23,Monday,Night,Yes,67.0
1454,City,108.0,Trip Completed,2016-07-12 04:54:00,2016-07-12 06:07:00,2016-07-12,4,Tuesday,Night,Yes,73.0
4342,City,108.0,Trip Completed,2016-07-14 07:17:09,2016-07-14 08:15:45,2016-07-14,7,Thursday,Morning,Yes,58.6
6766,City,108.0,Trip Completed,2016-07-15 00:06:56,2016-07-15 01:10:34,2016-07-15,0,Friday,Night,Yes,63.63333333333333
6213,City,108.0,Trip Completed,2016-07-15 17:30:09,2016-07-15 18:32:51,2016-07-15,17,Friday,Evening,Yes,62.7
41,City,109.0,Trip Completed,2016-07-11 02:47:00,2016-07-11 03:23:00,2016-07-11,2,Monday,Night,Yes,36.0
279,Airport,109.0,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:47:00,2016-07-11,6,Monday,Morning,Yes,49.0
952,City,109.0,Trip Completed,2016-07-11 18:39:00,2016-07-11 19:19:00,2016-07-11,18,Monday,Evening,Yes,40.0
1200,Airport,109.0,Trip Completed,2016-07-11 21:13:00,2016-07-11 22:29:00,2016-07-11,21,Monday,Evening,Yes,76.0
1775,City,109.0,Trip Completed,2016-07-12 08:57:00,2016-07-12 09:52:00,2016-07-12,8,Tuesday,Morning,Yes,55.0
1953,Airport,109.0,Trip Completed,2016-07-12 11:38:00,2016-07-12 12:41:00,2016-07-12,11,Tuesday,Morning,Yes,63.0
3270,City,109.0,Trip Completed,2016-07-13 10:28:01,2016-07-13 11:04:59,2016-07-13,10,Wednesday,Morning,Yes,36.96666666666667
3497,Airport,109.0,Trip Completed,2016-07-13 17:32:20,2016-07-13 18:27:42,2016-07-13,17,Wednesday,Evening,Yes,55.36666666666667
3897,Airport,109.0,Trip Completed,2016-07-13 22:00:50,2016-07-13 22:37:59,2016-07-13,22,Wednesday,Night,Yes,37.15
4601,City,109.0,Trip Completed,2016-07-14 10:13:30,2016-07-14 10:52:16,2016-07-14,10,Thursday,Morning,Yes,38.766666666666666
4621,Airport,109.0,Trip Completed,2016-07-14 11:02:21,2016-07-14 11:46:14,2016-07-14,11,Thursday,Morning,Yes,43.88333333333333
5061,City,109.0,Trip Completed,2016-07-14 19:29:16,2016-07-14 20:13:18,2016-07-14,19,Thursday,Evening,Yes,44.03333333333333
5359,City,109.0,Trip Completed,2016-07-14 23:21:57,2016-07-15 00:24:00,2016-07-14,23,Thursday,Night,Yes,62.05
6179,Airport,109.0,Trip Completed,2016-07-15 16:53:17,2016-07-15 18:08:57,2016-07-15,16,Friday,Afternoon,Yes,75.66666666666667
469,Airport,110.0,Trip Completed,2016-07-11 09:24:00,2016-07-11 10:04:00,2016-07-11,9,Monday,Morning,Yes,40.0
914,City,110.0,Trip Completed,2016-07-11 18:17:00,2016-07-11 18:58:00,2016-07-11,18,Monday,Evening,Yes,41.0
1386,Airport,110.0,Trip Completed,2016-07-12 01:30:00,2016-07-12 02:42:00,2016-07-12,1,Tuesday,Night,Yes,72.0
1935,City,110.0,Trip Completed,2016-07-12 11:16:00,2016-07-12 12:17:00,2016-07-12,11,Tuesday,Morning,Yes,61.0
3243,Airport,110.0,Trip Completed,2016-07-13 10:03:58,2016-07-13 10:46:44,2016-07-13,10,Wednesday,Morning,Yes,42.766666666666666
3449,City,110.0,Trip Completed,2016-07-13 16:52:29,2016-07-13 17:21:31,2016-07-13,16,Wednesday,Afternoon,Yes,29.033333333333335
4500,City,110.0,Trip Completed,2016-07-14 09:04:43,2016-07-14 10:09:11,2016-07-14,9,Thursday,Morning,Yes,64.46666666666667
5328,Airport,110.0,Trip Completed,2016-07-14 22:10:37,2016-07-14 22:51:25,2016-07-14,22,Thursday,Night,Yes,40.8
5576,City,110.0,Trip Completed,2016-07-15 05:53:20,2016-07-15 06:25:29,2016-07-15,5,Friday,Morning,Yes,32.15
6112,Airport,110.0,Trip Completed,2016-07-15 15:06:46,2016-07-15 16:12:22,2016-07-15,15,Friday,Afternoon,Yes,65.6
6438,Airport,110.0,Trip Completed,2016-07-15 19:54:08,2016-07-15 20:36:23,2016-07-15,19,Friday,Evening,Yes,42.25
707,Airport,111.0,Trip Completed,2016-07-11 14:17:00,2016-07-11 14:55:00,2016-07-11,14,Monday,Afternoon,Yes,38.0
1136,Airport,111.0,Trip Completed,2016-07-11 20:32:00,2016-07-11 21:20:00,2016-07-11,20,Monday,Evening,Yes,48.0
2961,Airport,111.0,Trip Completed,2016-07-13 06:48:57,2016-07-13 07:47:08,2016-07-13,6,Wednesday,Morning,Yes,58.18333333333333
3428,City,111.0,Trip Completed,2016-07-13 15:55:17,2016-07-13 16:45:19,2016-07-13,15,Wednesday,Afternoon,Yes,50.03333333333333
4045,Airport,111.0,Trip Completed,2016-07-14 00:56:22,2016-07-14 01:22:47,2016-07-14,0,Thursday,Night,Yes,26.416666666666668
5399,City,111.0,Trip Completed,2016-07-15 00:58:19,2016-07-15 02:16:07,2016-07-15,0,Friday,Night,Yes,77.8
5730,City,111.0,Trip Completed,2016-07-15 07:50:12,2016-07-15 08:45:09,2016-07-15,7,Friday,Morning,Yes,54.95
180,Airport,112.0,Trip Completed,2016-07-11 05:48:00,2016-07-11 06:28:00,2016-07-11,5,Monday,Morning,Yes,40.0
1694,City,112.0,Trip Completed,2016-07-12 07:54:00,2016-07-12 08:48:00,2016-07-12,7,Tuesday,Morning,Yes,54.0
2294,City,112.0,Trip Completed,2016-07-12 18:47:00,2016-07-12 19:49:00,2016-07-12,18,Tuesday,Evening,Yes,62.0
3630,City,112.0,Trip Completed,2016-07-13 18:59:56,2016-07-13 19:59:30,2016-07-13,18,Wednesday,Evening,Yes,59.56666666666667
3978,City,112.0,Trip Completed,2016-07-13 23:18:14,2016-07-13 23:46:18,2016-07-13,23,Wednesday,Night,Yes,28.066666666666666
4426,City,112.0,Trip Completed,2016-07-14 08:21:49,2016-07-14 09:08:49,2016-07-14,8,Thursday,Morning,Yes,47.0
5115,Airport,112.0,Trip Completed,2016-07-14 20:03:46,2016-07-14 21:08:12,2016-07-14,20,Thursday,Evening,Yes,64.43333333333334
5558,Airport,112.0,Trip Completed,2016-07-15 05:32:12,2016-07-15 06:05:55,2016-07-15,5,Friday,Morning,Yes,33.71666666666667
5827,Airport,112.0,Trip Completed,2016-07-15 08:52:58,2016-07-15 09:29:41,2016-07-15,8,Friday,Morning,Yes,36.71666666666667
6063,Airport,112.0,Trip Completed,2016-07-15 13:48:53,2016-07-15 14:19:12,2016-07-15,13,Friday,Afternoon,Yes,30.316666666666666
6691,Airport,112.0,Trip Completed,2016-07-15 22:47:31,2016-07-16 00:01:05,2016-07-15,22,Friday,Night,Yes,73.56666666666666
170,City,113.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:39:00,2016-07-11,5,Monday,Morning,Yes,54.0
1326,Airport,113.0,Trip Completed,2016-07-11 23:06:00,2016-07-12 00:07:00,2016-07-11,23,Monday,Night,Yes,61.0
1476,City,113.0,Trip Completed,2016-07-12 05:16:00,2016-07-12 06:04:00,2016-07-12,5,Tuesday,Morning,Yes,48.0
2937,Airport,113.0,Trip Completed,2016-07-13 06:27:11,2016-07-13 07:15:24,2016-07-13,6,Wednesday,Morning,Yes,48.21666666666667
3973,City,113.0,Trip Completed,2016-07-13 22:58:36,2016-07-13 23:51:51,2016-07-13,22,Wednesday,Night,Yes,53.25
4644,City,113.0,Trip Completed,2016-07-14 11:47:32,2016-07-14 12:20:33,2016-07-14,11,Thursday,Morning,Yes,33.016666666666666
5086,Airport,113.0,Trip Completed,2016-07-14 19:41:45,2016-07-14 21:02:52,2016-07-14,19,Thursday,Evening,Yes,81.11666666666666
6572,Airport,113.0,Trip Completed,2016-07-15 21:11:01,2016-07-15 22:02:20,2016-07-15,21,Friday,Evening,Yes,51.31666666666667
6755,Airport,113.0,Trip Completed,2016-07-15 23:57:32,2016-07-16 01:09:24,2016-07-15,23,Friday,Night,Yes,71.86666666666666
1483,City,114.0,Trip Completed,2016-07-12 05:22:00,2016-07-12 06:22:00,2016-07-12,5,Tuesday,Morning,Yes,60.0
1844,City,114.0,Trip Completed,2016-07-12 09:40:00,2016-07-12 10:11:00,2016-07-12,9,Tuesday,Morning,Yes,31.0
2120,Airport,114.0,Trip Completed,2016-07-12 16:44:00,2016-07-12 17:33:00,2016-07-12,16,Tuesday,Afternoon,Yes,49.0
2411,City,114.0,Trip Completed,2016-07-12 20:04:00,2016-07-12 20:40:00,2016-07-12,20,Tuesday,Evening,Yes,36.0
2903,Airport,114.0,Trip Completed,2016-07-13 06:00:19,2016-07-13 06:40:37,2016-07-13,6,Wednesday,Morning,Yes,40.3
3289,City,114.0,Trip Completed,2016-07-13 11:06:44,2016-07-13 11:51:09,2016-07-13,11,Wednesday,Morning,Yes,44.416666666666664
3859,Airport,114.0,Trip Completed,2016-07-13 21:38:18,2016-07-13 22:28:35,2016-07-13,21,Wednesday,Evening,Yes,50.28333333333333
4313,City,114.0,Trip Completed,2016-07-14 06:49:43,2016-07-14 07:44:15,2016-07-14,6,Thursday,Morning,Yes,54.53333333333333
5325,City,114.0,Trip Completed,2016-07-14 22:11:41,2016-07-14 23:12:36,2016-07-14,22,Thursday,Night,Yes,60.916666666666664
5906,City,114.0,Trip Completed,2016-07-15 09:56:43,2016-07-15 10:29:00,2016-07-15,9,Friday,Morning,Yes,32.28333333333333
6049,City,114.0,Trip Completed,2016-07-15 13:27:33,2016-07-15 14:32:29,2016-07-15,13,Friday,Afternoon,Yes,64.93333333333334
664,Airport,115.0,Trip Completed,2016-07-11 12:58:00,2016-07-11 14:07:00,2016-07-11,12,Monday,Afternoon,Yes,69.0
750,City,115.0,Trip Completed,2016-07-11 15:52:00,2016-07-11 16:27:00,2016-07-11,15,Monday,Afternoon,Yes,35.0
1950,City,115.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:04:00,2016-07-12,11,Tuesday,Morning,Yes,31.0
2989,Airport,115.0,Trip Completed,2016-07-13 07:08:16,2016-07-13 07:42:11,2016-07-13,7,Wednesday,Morning,Yes,33.916666666666664
3266,Airport,115.0,Trip Completed,2016-07-13 10:27:47,2016-07-13 11:19:30,2016-07-13,10,Wednesday,Morning,Yes,51.71666666666667
4358,Airport,115.0,Trip Completed,2016-07-14 07:25:12,2016-07-14 08:08:40,2016-07-14,7,Thursday,Morning,Yes,43.46666666666667
4720,Airport,115.0,Trip Completed,2016-07-14 13:48:48,2016-07-14 14:41:09,2016-07-14,13,Thursday,Afternoon,Yes,52.35
5019,City,115.0,Trip Completed,2016-07-14 19:07:33,2016-07-14 19:59:54,2016-07-14,19,Thursday,Evening,Yes,52.35
5925,City,115.0,Trip Completed,2016-07-15 10:08:04,2016-07-15 10:32:39,2016-07-15,10,Friday,Morning,Yes,24.583333333333332
112,Airport,116.0,Trip Completed,2016-07-11 05:01:00,2016-07-11 06:04:00,2016-07-11,5,Monday,Morning,Yes,63.0
213,City,116.0,Trip Completed,2016-07-11 06:15:00,2016-07-11 06:57:00,2016-07-11,6,Monday,Morning,Yes,42.0
1818,Airport,116.0,Trip Completed,2016-07-12 09:29:00,2016-07-12 10:38:00,2016-07-12,9,Tuesday,Morning,Yes,69.0
2018,Airport,116.0,Trip Completed,2016-07-12 13:39:00,2016-07-12 14:19:00,2016-07-12,13,Tuesday,Afternoon,Yes,40.0
3231,Airport,116.0,Trip Completed,2016-07-13 09:57:52,2016-07-13 10:48:18,2016-07-13,9,Wednesday,Morning,Yes,50.43333333333333
3378,Airport,116.0,Trip Completed,2016-07-13 14:19:59,2016-07-13 14:58:52,2016-07-13,14,Wednesday,Afternoon,Yes,38.88333333333333
3896,City,116.0,Trip Completed,2016-07-13 21:55:01,2016-07-13 22:54:33,2016-07-13,21,Wednesday,Evening,Yes,59.53333333333333
4828,City,116.0,Trip Completed,2016-07-14 17:26:14,2016-07-14 17:59:47,2016-07-14,17,Thursday,Evening,Yes,33.55
5944,City,116.0,Trip Completed,2016-07-15 10:23:18,2016-07-15 11:33:59,2016-07-15,10,Friday,Morning,Yes,70.68333333333334
6245,Airport,116.0,Trip Completed,2016-07-15 17:58:28,2016-07-15 18:57:00,2016-07-15,17,Friday,Evening,Yes,58.53333333333333
3957,City,117.0,Trip Completed,2016-07-13 22:42:16,2016-07-13 23:43:32,2016-07-13,22,Wednesday,Night,Yes,61.266666666666666
4066,Airport,117.0,Trip Completed,2016-07-14 01:56:01,2016-07-14 03:07:14,2016-07-14,1,Thursday,Night,Yes,71.21666666666667
4691,City,117.0,Trip Completed,2016-07-14 13:01:57,2016-07-14 13:54:26,2016-07-14,13,Thursday,Afternoon,Yes,52.483333333333334
6153,Airport,117.0,Trip Completed,2016-07-15 16:23:13,2016-07-15 17:33:03,2016-07-15,16,Friday,Afternoon,Yes,69.83333333333333
260,City,118.0,Trip Completed,2016-07-11 06:45:00,2016-07-11 07:54:00,2016-07-11,6,Monday,Morning,Yes,69.0
1077,Airport,118.0,Trip Completed,2016-07-11 19:55:00,2016-07-11 20:44:00,2016-07-11,19,Monday,Evening,Yes,49.0
1316,City,118.0,Trip Completed,2016-07-11 22:54:00,2016-07-11 23:45:00,2016-07-11,22,Monday,Night,Yes,51.0
1754,City,118.0,Trip Completed,2016-07-12 08:42:00,2016-07-12 09:39:00,2016-07-12,8,Tuesday,Morning,Yes,57.0
2086,City,118.0,Trip Completed,2016-07-12 15:44:00,2016-07-12 16:30:00,2016-07-12,15,Tuesday,Afternoon,Yes,46.0
3044,Airport,118.0,Trip Completed,2016-07-13 07:38:41,2016-07-13 08:19:23,2016-07-13,7,Wednesday,Morning,Yes,40.7
3295,City,118.0,Trip Completed,2016-07-13 11:32:01,2016-07-13 12:15:03,2016-07-13,11,Wednesday,Morning,Yes,43.03333333333333
3347,Airport,118.0,Trip Completed,2016-07-13 12:58:15,2016-07-13 13:54:49,2016-07-13,12,Wednesday,Afternoon,Yes,56.56666666666667
3801,Airport,118.0,Trip Completed,2016-07-13 20:59:37,2016-07-13 21:37:51,2016-07-13,20,Wednesday,Evening,Yes,38.233333333333334
4249,City,118.0,Trip Completed,2016-07-14 06:03:18,2016-07-14 06:57:26,2016-07-14,6,Thursday,Morning,Yes,54.13333333333333
5096,Airport,118.0,Trip Completed,2016-07-14 19:52:09,2016-07-14 20:49:12,2016-07-14,19,Thursday,Evening,Yes,57.05
5892,City,118.0,Trip Completed,2016-07-15 09:48:14,2016-07-15 10:46:16,2016-07-15,9,Friday,Morning,Yes,58.03333333333333
6281,Airport,118.0,Trip Completed,2016-07-15 18:16:59,2016-07-15 19:23:29,2016-07-15,18,Friday,Evening,Yes,66.5
6497,City,118.0,Trip Completed,2016-07-15 20:29:43,2016-07-15 21:15:32,2016-07-15,20,Friday,Evening,Yes,45.81666666666667
13,City,119.0,Trip Completed,2016-07-11 01:08:00,2016-07-11 01:58:00,2016-07-11,1,Monday,Night,Yes,50.0
1907,City,119.0,Trip Completed,2016-07-12 10:36:00,2016-07-12 11:53:00,2016-07-12,10,Tuesday,Morning,Yes,77.0
3074,City,119.0,Trip Completed,2016-07-13 08:03:34,2016-07-13 09:11:31,2016-07-13,8,Wednesday,Morning,Yes,67.95
3441,City,119.0,Trip Completed,2016-07-13 16:27:50,2016-07-13 17:43:04,2016-07-13,16,Wednesday,Afternoon,Yes,75.23333333333333
3651,City,119.0,Trip Completed,2016-07-13 19:13:47,2016-07-13 20:21:51,2016-07-13,19,Wednesday,Evening,Yes,68.06666666666666
4093,City,119.0,Trip Completed,2016-07-14 03:06:29,2016-07-14 04:03:44,2016-07-14,3,Thursday,Night,Yes,57.25
4339,City,119.0,Trip Completed,2016-07-14 07:13:49,2016-07-14 07:50:21,2016-07-14,7,Thursday,Morning,Yes,36.53333333333333
4753,City,119.0,Trip Completed,2016-07-14 15:18:12,2016-07-14 16:23:40,2016-07-14,15,Thursday,Afternoon,Yes,65.46666666666667
5933,City,119.0,Trip Completed,2016-07-15 10:12:18,2016-07-15 11:01:40,2016-07-15,10,Friday,Morning,Yes,49.36666666666667
1184,City,120.0,Trip Completed,2016-07-11 21:01:00,2016-07-11 22:11:00,2016-07-11,21,Monday,Evening,Yes,70.0
1402,Airport,120.0,Trip Completed,2016-07-12 02:48:00,2016-07-12 03:48:00,2016-07-12,2,Tuesday,Night,Yes,60.0
1597,City,120.0,Trip Completed,2016-07-12 06:40:00,2016-07-12 07:42:00,2016-07-12,6,Tuesday,Morning,Yes,62.0
2702,City,120.0,Trip Completed,2016-07-13 01:12:24,2016-07-13 02:20:13,2016-07-13,1,Wednesday,Night,Yes,67.81666666666666
2996,City,120.0,Trip Completed,2016-07-13 07:13:58,2016-07-13 08:10:12,2016-07-13,7,Wednesday,Morning,Yes,56.233333333333334
4857,Airport,120.0,Trip Completed,2016-07-14 17:34:19,2016-07-14 18:25:16,2016-07-14,17,Thursday,Evening,Yes,50.95
6661,City,120.0,Trip Completed,2016-07-15 22:20:23,2016-07-15 23:21:03,2016-07-15,22,Friday,Night,Yes,60.666666666666664
134,Airport,121.0,Trip Completed,2016-07-11 05:13:00,2016-07-11 06:14:00,2016-07-11,5,Monday,Morning,Yes,61.0
598,City,121.0,Trip Completed,2016-07-11 11:36:00,2016-07-11 12:17:00,2016-07-11,11,Monday,Morning,Yes,41.0
726,Airport,121.0,Trip Completed,2016-07-11 15:00:00,2016-07-11 16:03:00,2016-07-11,15,Monday,Afternoon,Yes,63.0
832,Airport,121.0,Trip Completed,2016-07-11 17:38:00,2016-07-11 18:16:00,2016-07-11,17,Monday,Evening,Yes,38.0
2065,City,121.0,Trip Completed,2016-07-12 15:06:00,2016-07-12 16:10:00,2016-07-12,15,Tuesday,Afternoon,Yes,64.0
2701,Airport,121.0,Trip Completed,2016-07-13 01:04:42,2016-07-13 01:52:45,2016-07-13,1,Wednesday,Night,Yes,48.05
3429,City,121.0,Trip Completed,2016-07-13 15:59:29,2016-07-13 16:58:03,2016-07-13,15,Wednesday,Afternoon,Yes,58.56666666666667
3645,City,121.0,Trip Completed,2016-07-13 19:07:39,2016-07-13 20:00:18,2016-07-13,19,Wednesday,Evening,Yes,52.65
4958,City,121.0,Trip Completed,2016-07-14 18:36:12,2016-07-14 19:46:51,2016-07-14,18,Thursday,Evening,Yes,70.65
5474,City,121.0,Trip Completed,2016-07-15 04:45:24,2016-07-15 05:52:14,2016-07-15,4,Friday,Night,Yes,66.83333333333333
6088,City,121.0,Trip Completed,2016-07-15 14:29:35,2016-07-15 15:24:34,2016-07-15,14,Friday,Afternoon,Yes,54.983333333333334
6714,Airport,121.0,Trip Completed,2016-07-15 23:12:34,2016-07-16 00:04:20,2016-07-15,23,Friday,Night,Yes,51.766666666666666
1024,Airport,122.0,Trip Completed,2016-07-11 19:20:00,2016-07-11 20:20:00,2016-07-11,19,Monday,Evening,Yes,60.0
1452,City,122.0,Trip Completed,2016-07-12 04:52:00,2016-07-12 05:41:00,2016-07-12,4,Tuesday,Night,Yes,49.0
2507,City,122.0,Trip Completed,2016-07-12 21:05:00,2016-07-12 21:30:00,2016-07-12,21,Tuesday,Evening,Yes,25.0
3052,Airport,122.0,Trip Completed,2016-07-13 07:43:26,2016-07-13 08:53:01,2016-07-13,7,Wednesday,Morning,Yes,69.58333333333333
4702,Airport,122.0,Trip Completed,2016-07-14 13:13:14,2016-07-14 13:43:14,2016-07-14,13,Thursday,Afternoon,Yes,30.0
4830,Airport,122.0,Trip Completed,2016-07-14 17:23:33,2016-07-14 18:36:07,2016-07-14,17,Thursday,Evening,Yes,72.56666666666666
5920,Airport,122.0,Trip Completed,2016-07-15 10:06:21,2016-07-15 10:41:40,2016-07-15,10,Friday,Morning,Yes,35.31666666666667
533,Airport,123.0,Trip Completed,2016-07-11 09:55:00,2016-07-11 10:58:00,2016-07-11,9,Monday,Morning,Yes,63.0
1368,City,123.0,Trip Completed,2016-07-12 00:07:00,2016-07-12 00:50:00,2016-07-12,0,Tuesday,Night,Yes,43.0
2499,Airport,123.0,Trip Completed,2016-07-12 20:55:00,2016-07-12 22:03:00,2016-07-12,20,Tuesday,Evening,Yes,68.0
2962,City,123.0,Trip Completed,2016-07-13 06:47:53,2016-07-13 07:58:34,2016-07-13,6,Wednesday,Morning,Yes,70.68333333333334
3617,Airport,123.0,Trip Completed,2016-07-13 18:55:13,2016-07-13 20:07:29,2016-07-13,18,Wednesday,Evening,Yes,72.26666666666667
5370,City,123.0,Trip Completed,2016-07-14 23:43:29,2016-07-15 00:33:38,2016-07-14,23,Thursday,Night,Yes,50.15
47,City,124.0,Trip Completed,2016-07-11 03:22:00,2016-07-11 04:35:00,2016-07-11,3,Monday,Night,Yes,73.0
270,City,124.0,Trip Completed,2016-07-11 06:54:00,2016-07-11 07:50:00,2016-07-11,6,Monday,Morning,Yes,56.0
1007,City,124.0,Trip Completed,2016-07-11 19:14:00,2016-07-11 19:46:00,2016-07-11,19,Monday,Evening,Yes,32.0
2372,City,124.0,Trip Completed,2016-07-12 19:35:00,2016-07-12 20:13:00,2016-07-12,19,Tuesday,Evening,Yes,38.0
3584,Airport,124.0,Trip Completed,2016-07-13 18:29:45,2016-07-13 19:37:39,2016-07-13,18,Wednesday,Evening,Yes,67.9
4645,Airport,124.0,Trip Completed,2016-07-14 11:45:40,2016-07-14 12:52:26,2016-07-14,11,Thursday,Morning,Yes,66.76666666666667
5219,City,124.0,Trip Completed,2016-07-14 21:00:35,2016-07-14 22:05:19,2016-07-14,21,Thursday,Evening,Yes,64.73333333333333
5559,Airport,124.0,Trip Completed,2016-07-15 05:39:41,2016-07-15 06:52:07,2016-07-15,5,Friday,Morning,Yes,72.43333333333334
631,Airport,125.0,Trip Completed,2016-07-11 12:19:00,2016-07-11 13:28:00,2016-07-11,12,Monday,Afternoon,Yes,69.0
775,City,125.0,Trip Completed,2016-07-11 16:29:00,2016-07-11 17:35:00,2016-07-11,16,Monday,Afternoon,Yes,66.0
1006,Airport,125.0,Trip Completed,2016-07-11 19:08:00,2016-07-11 19:40:00,2016-07-11,19,Monday,Evening,Yes,32.0
1995,City,125.0,Trip Completed,2016-07-12 12:51:00,2016-07-12 14:01:00,2016-07-12,12,Tuesday,Afternoon,Yes,70.0
2248,City,125.0,Trip Completed,2016-07-12 18:23:00,2016-07-12 19:01:00,2016-07-12,18,Tuesday,Evening,Yes,38.0
2540,Airport,125.0,Trip Completed,2016-07-12 21:15:00,2016-07-12 22:01:00,2016-07-12,21,Tuesday,Evening,Yes,46.0
3037,Airport,125.0,Trip Completed,2016-07-13 07:33:22,2016-07-13 08:27:04,2016-07-13,7,Wednesday,Morning,Yes,53.7
3419,Airport,125.0,Trip Completed,2016-07-13 15:42:30,2016-07-13 16:10:35,2016-07-13,15,Wednesday,Afternoon,Yes,28.083333333333332
3987,City,125.0,Trip Completed,2016-07-13 23:18:16,2016-07-13 23:57:04,2016-07-13,23,Wednesday,Night,Yes,38.8
4458,City,125.0,Trip Completed,2016-07-14 08:38:20,2016-07-14 09:44:43,2016-07-14,8,Thursday,Morning,Yes,66.38333333333334
4987,Airport,125.0,Trip Completed,2016-07-14 18:46:09,2016-07-14 19:52:35,2016-07-14,18,Thursday,Evening,Yes,66.43333333333334
5868,City,125.0,Trip Completed,2016-07-15 09:16:06,2016-07-15 10:34:41,2016-07-15,9,Friday,Morning,Yes,78.58333333333333
6413,Airport,125.0,Trip Completed,2016-07-15 19:40:26,2016-07-15 20:18:14,2016-07-15,19,Friday,Evening,Yes,37.8
6533,City,125.0,Trip Completed,2016-07-15 20:52:48,2016-07-15 21:25:25,2016-07-15,20,Friday,Evening,Yes,32.61666666666667
90,Airport,126.0,Trip Completed,2016-07-11 04:53:00,2016-07-11 05:34:00,2016-07-11,4,Monday,Night,Yes,41.0
532,City,126.0,Trip Completed,2016-07-11 09:53:00,2016-07-11 11:11:00,2016-07-11,9,Monday,Morning,Yes,78.0
1110,City,126.0,Trip Completed,2016-07-11 20:17:00,2016-07-11 21:30:00,2016-07-11,20,Monday,Evening,Yes,73.0
1759,Airport,126.0,Trip Completed,2016-07-12 08:46:00,2016-07-12 09:56:00,2016-07-12,8,Tuesday,Morning,Yes,70.0
2147,City,126.0,Trip Completed,2016-07-12 17:21:00,2016-07-12 18:27:00,2016-07-12,17,Tuesday,Evening,Yes,66.0
3254,Airport,126.0,Trip Completed,2016-07-13 10:11:48,2016-07-13 11:06:30,2016-07-13,10,Wednesday,Morning,Yes,54.7
3381,Airport,126.0,Trip Completed,2016-07-13 14:25:14,2016-07-13 15:15:11,2016-07-13,14,Wednesday,Afternoon,Yes,49.95
3656,City,126.0,Trip Completed,2016-07-13 19:11:20,2016-07-13 20:32:31,2016-07-13,19,Wednesday,Evening,Yes,81.18333333333334
3948,Airport,126.0,Trip Completed,2016-07-13 22:37:48,2016-07-13 23:13:03,2016-07-13,22,Wednesday,Night,Yes,35.25
4520,City,126.0,Trip Completed,2016-07-14 09:23:37,2016-07-14 10:19:52,2016-07-14,9,Thursday,Morning,Yes,56.25
4723,Airport,126.0,Trip Completed,2016-07-14 13:50:06,2016-07-14 14:36:31,2016-07-14,13,Thursday,Afternoon,Yes,46.416666666666664
5176,City,126.0,Trip Completed,2016-07-14 20:37:58,2016-07-14 21:38:02,2016-07-14,20,Thursday,Evening,Yes,60.06666666666667
6338,City,126.0,Trip Completed,2016-07-15 18:46:41,2016-07-15 19:52:54,2016-07-15,18,Friday,Evening,Yes,66.21666666666667
6557,Airport,126.0,Trip Completed,2016-07-15 21:00:35,2016-07-15 21:40:52,2016-07-15,21,Friday,Evening,Yes,40.28333333333333
504,City,127.0,Trip Completed,2016-07-11 09:40:00,2016-07-11 10:48:00,2016-07-11,9,Monday,Morning,Yes,68.0
640,Airport,127.0,Trip Completed,2016-07-11 12:27:00,2016-07-11 13:39:00,2016-07-11,12,Monday,Afternoon,Yes,72.0
1206,City,127.0,Trip Completed,2016-07-11 21:24:00,2016-07-11 22:14:00,2016-07-11,21,Monday,Evening,Yes,50.0
1851,Airport,127.0,Trip Completed,2016-07-12 09:48:00,2016-07-12 10:58:00,2016-07-12,9,Tuesday,Morning,Yes,70.0
2412,Airport,127.0,Trip Completed,2016-07-12 19:59:00,2016-07-12 20:58:00,2016-07-12,19,Tuesday,Evening,Yes,59.0
3300,Airport,127.0,Trip Completed,2016-07-13 11:42:51,2016-07-13 12:50:23,2016-07-13,11,Wednesday,Morning,Yes,67.53333333333333
3648,City,127.0,Trip Completed,2016-07-13 19:13:25,2016-07-13 19:58:54,2016-07-13,19,Wednesday,Evening,Yes,45.483333333333334
6020,City,127.0,Trip Completed,2016-07-15 12:46:16,2016-07-15 13:25:19,2016-07-15,12,Friday,Afternoon,Yes,39.05
6682,City,127.0,Trip Completed,2016-07-15 22:35:23,2016-07-15 23:03:53,2016-07-15,22,Friday,Night,Yes,28.5
878,City,128.0,Trip Completed,2016-07-11 18:09:00,2016-07-11 18:49:00,2016-07-11,18,Monday,Evening,Yes,40.0
1014,Airport,128.0,Trip Completed,2016-07-11 19:14:00,2016-07-11 20:06:00,2016-07-11,19,Monday,Evening,Yes,52.0
1628,Airport,128.0,Trip Completed,2016-07-12 07:05:00,2016-07-12 08:17:00,2016-07-12,7,Tuesday,Morning,Yes,72.0
2416,City,128.0,Trip Completed,2016-07-12 20:06:00,2016-07-12 21:09:00,2016-07-12,20,Tuesday,Evening,Yes,63.0
2974,Airport,128.0,Trip Completed,2016-07-13 06:46:54,2016-07-13 08:04:32,2016-07-13,6,Wednesday,Morning,Yes,77.63333333333334
